text,text_hash,label,label_predicted,label_triggers,text_hash
My best female friend and I that I daily see at school be hook up!.,363534054,harm betrayal,<no response>,<no response>,363534054
"My best friend become a teen mom on purpose, and I’m sick of hear her complain about issue that directly come from it.",1312369618,harm,<no response>,<no response>,1312369618
My best friend cheat on her now husband when they are engage in college and I have keep her secret my whole life.,4179437601,cheating,<damaged>,<damaged>,4179437601
"My best friend may need me more than ever, but I haven’t spoken to her in months.",3865124419,betrayal,<no response>,<no response>,3865124419
My best friend tell me about his past and his need to run away from his home.,754457427,subversion,<no response>,<no response>,754457427
"My best friend's girlfriend think I am him, and I didn't say anything.",1756239967,harm cheating betrayal,fairness,regard,1756239967
My boyfriend be depress and suicidal and I often think of leave him because of it.,3436780853,harm,fairness,regard,3436780853
"My boyfriend be everything I haveever want in a partner, but I am fantasize about other people.",1988043365,betrayal cheating,loyalty,synset-spouse-noun-1,1988043365
"My boyfriend have always be fat ever since I haveknown him, but lately it is just start to bother me.",1163076690,degradation,<no response>,<no response>,1163076690
My boyfriend have gain 50 + lb and I’ve never be more attracted to him.,3062176225,harm,<damaged>,<damaged>,3062176225
My boyfriend have go to the store so he pick up a few for me.,2730104121,harm cheating,<no response>,<no response>,2730104121
"My brain snap and say something wrong to my friend of 9years which lead her to cut off all contact with me and honestly, I’m relieved.",556741020,harm betrayal,harm,causeharm synset-cut-verb-1 experiencebodilyharm,556741020
"My brother be a noted child kidnapper and molester, but I stand by him.",2457606432,betrayal subversion,harm,synset-kidnapper-noun-1 kidnapping,2457606432
My brother best friend masturbate in my room when I am 14 and asleep.,1846876222,degradation,<no response>,<no response>,1846876222
My brother come back from prison and I wish he never come back.,3540063816,subversion,oppression,prison synset-prison-noun-1,3540063816
"My brother get a puppy, I want to train it to listen to me instead of him.",3507689977,cheating,<no response>,<no response>,3507689977
My brother get rob once so me and my cousin go drive to other state rob gang banger then leave town.,165880794,harm cheating,<no response>,<no response>,165880794
My brother hit my knee with a hammer and have no remorse. It hurt so bad but I hope its not fracture or broken.,2468095799,harm,harm,causeharm synset-hammer-noun-2 synset-hit-verb-3 synset-ache-verb-3 hurt_40081000 experiencebodilyharm,2468095799
My brother think the donut go bad after a day; I’m not gonna tell him about microwave them until they’re gone.,1750805208,cheating,fairness,regard,1750805208
My brother wake up in surprise when he notice that his car be gone.,1059788808,harm,care,synset-detect-verb-1,1059788808
My brother’s seizure be back and I can’t help but laugh at the result.,992812079,betrayal,care,synset-help-verb-1 help_72000100 assistance,992812079
My cat die in my arm today and it is the saddest ive ever be.,2295338255,harm betrayal,harm,death die_48020000 synset-die-verb-1,2295338255
My chronic verbally abusive father have a secret second family.,3999274830,harm cheating betrayal,<no response>,<no response>,3999274830
"My co-worker and family member all hate when I joke about wish I am dead. But the thing is, it’s not really a joke.",2269063552,harm,loyalty harm,collaboration synset-colleague-noun-1 synset-member-noun-1 synset-hate-noun-1,2269063552
"My confession: I graduate from the police force 6 month ago, and I am just die to shoot someone's aggressive dog - even a mildly aggressive one.",1734947584,harm,care harm,synset-aggressive-adjective-1 causeharm die_48020000 attack synset-die-verb-1 synset-police-noun-1 synset-shoot-verb-1 death experiencebodilyharm,1734947584
My controlling and verbally and emotionally abusive ex-huband have shingle and I am kind of happy about it.,1790912268,harm betrayal,<no response>,<no response>,1790912268
My cousin make me finger her under the sheets. She is 18 and I am 13.,1347229372,subversion harm degradation,<no response>,<no response>,1347229372
My dad doesn’t like to share his candy and try to hide it from me but I always end up find it and put the packet back empty.,1617571114,betrayal cheating subversion,care,synset-detect-verb-1,1617571114
My daughter absolutely resent her mother and I and I don't care.,32249531,harm subversion,care,synset-mother-noun-1,32249531
My daughter be the only reason I don't walk into the sunset and leave it all behind.,4137557452,harm subversion,<no response>,<no response>,4137557452
My deep fear be that people will continue to reject me when they get close enough to see how depressed I am.,1165436585,harm,harm,synset-fear-noun-1,1165436585
My disabled old half brother break into my house in the middle of the night.,532290365,cheating degradation harm betrayal,care,synset-house-noun-1,532290365
My ex aggressively texts me while I am on date with other men. I am into it.,476191382,harm betrayal,<damaged>,<damaged>,476191382
My ex be gonna be a dad to another chick and I can't handle it.,2742031653,betrayal,<damaged>,<damaged>,2742031653
My ex cheat on me so I sign her up for a sugar daddy site without her know.,3435665981,harm,subversion harm,synset-swindle-noun-1 offenses,3435665981
My ex girlfriend be in jail for stab a cab driver and shooting at a police officer.,3453820264,subversion,care oppression,prison synset-police-noun-1 synset-jail-noun-1,3453820264
"My ex just tell me I will never deserve love, not even from a dog. And I realize I already believe that about myself anyway.",2416913356,harm,<no response>,<no response>,2416913356
My ex-girlfriend make up a fake stalker account on Instagram to harass me.,3962378941,harm,cheating harm,synset-harass-verb-1 harass_59000100 synset-bogus-adjectivesatellite-1,3962378941
"My ex-husband start a religous cult and try to make me celibate, and I suspect I am slutty now for revenge.",370746933,betrayal degradation,harm,revenge synset-retaliation-noun-1,370746933
My family cause my multiple personality disorder and I can't even tell them.,1077943238,harm cheating betrayal,<no response>,<no response>,1077943238
My family hat me and it’s just because they’re mentally ill.,531175701,harm betrayal,care,synset-hat-noun-1,531175701
"My fascination and what I want to do for a living, no one I know would understand.",2940935435,harm,<no response>,<no response>,2940935435
My father recently pass away and I am not sure he even really love me.,2098272484,harm,<no response>,<no response>,2098272484
My father split up with my mom 6 year ago. Married a woman half his age. He is 50 she is 27. Today i find out he have 2 kid with her 23 year old wife.,3631821170,degradation,<damaged>,<damaged>,3631821170
My favorite soup have chicken fat as the last ingredient. I am a vegetarian and I eat it anyway.,2296455674,harm,<no response>,<no response>,2296455674
My favorite time of the day be when I am take a dump because nothing be expect of me during those times. So I take a lit of laxatives.,1619472102,harm degradation,<no response>,<no response>,1619472102
My fiancé and I adopt a cat on a whim. I am take her back today.,3943241277,harm,<no response>,<no response>,3943241277
My fitness watch just buzz and congratulate me on reach 250 step within the hour..all while I am sit on my duff and shake a bag of chip into my face.,2497459227,harm,harm,synset-bit-noun-2,2497459227
My freak mood swing way too much and I can't bear it much longer.,4086175417,harm,care,synset-temper-noun-2,4086175417
My friend all hate one of our former friend and start to insult her after she move.,3789102563,harm,harm,synset-hate-verb-1 hate_31020100 synset-diss-verb-1,3789102563
My friend always leave me when I give them relationship advice.,3632797423,harm betrayal,care,synset-yield-verb-1 supply,3632797423
My friend and I hot box a spider in a cup &amp; decapitate it with isi meme music playing in the background.,3980666375,betrayal degradation harm,harm,killing decapitate_42020000 synset-decapitate-verb-1,3980666375
My friend and I tip a Bartender $1 each for over $50 worth of drink.,153884289,harm cheating degradation,<damaged>,<damaged>,153884289
My friend be about to have a miscarriage and I am happy about it.,4058781378,harm,<no response>,<no response>,4058781378
"My friend ghost and block me, so I link his steam and discord account and pay a few people to continiously harass him and send disturb mislead link and stuff.",1961507047,harm,<damaged>,<damaged>,1961507047
My friend have someone call the cop on us constantly joke around.,188880844,betrayal,care,synset-bull-noun-5,188880844
My friend put snake in her boyfriend’s car and never tell him. Even after one bit him.,2939297827,harm,<no response>,<no response>,2939297827
"My friend tell me about her doctor's visit, so I fake the same symptom to get the same attention.",2507154092,cheating,cheating care,synset-bogus-adjectivesatellite-1 synset-doctor-noun-1,2507154092
My friend's boyfriend wouldn't stop check me out last night and I love it.,4062648936,betrayal,<no response>,<no response>,4062648936
My friend's brother be legitimately one of the most attractive people I have ever see.,1510350657,degradation,<no response>,<no response>,1510350657
"My girlfriend ask me out and I couldn't say no, but I don't think I truly love her.",3177061538,cheating betrayal,fairness,regard,3177061538
My girlfriend doesn't know that I am marry to another woman.,2559186359,cheating,<no response>,<no response>,2559186359
"My girlfriend have your anniversary date wrong, and I don't have the heart to tell her she is wrong.",887759844,betrayal,care,synset-date-noun-1,887759844
My girlfriend's depression be go to destroy our relationship.,3204781795,harm,harm,synset-destroy-verb-1 destroying destroy_44000000,3204781795
My girlfriend’s husband be from the UK and it’s so funny to hear him cry and scream from his cuck cage in the basement with his little British Accent.,2327525597,betrayal,<no response>,<no response>,2327525597
My goal be to see all the lovely lady at the workplace barefoot before I leave this company.,3925614854,degradation,<no response>,<no response>,3925614854
My great aunt die and my dad lose his leg to flesh eat bacteria.,3586594413,harm,harm,die_48020000 attack synset-lose-verb-1 synset-die-verb-1 lose_13020000 death,3586594413
My great fear for our wedding be my fiancé's drug addict sibling ruin it.,4064615191,harm,degradation care harm,synset-fear-noun-1 destroying synset-ruin-noun-1 synset-drug-noun-1,4064615191
My husband accidentally take the key with him on his trip so now I’m stick at home alone for four days.,47916694,harm,care harm,synset-key-noun-1,47916694
My husband be at a stag a few week ago and witness some shady business go on...,1288051604,betrayal harm cheating,<no response>,<no response>,1288051604
"My husband be in his cuck cage scream at the top of his lung right now, and I’m sick of it.",50995459,harm betrayal,care,supply synset-top-noun-1,50995459
My husband eclipse every part of my life and I’m struggle with self worth issue.,4129758928,harm betrayal,harm,synset-struggle-noun-1,4129758928
"My husband isn't a bad man but I am just not in love with him anymore, and everything he do drive me insane.",4214629868,harm betrayal,<no response>,<no response>,4214629868
My husband leave the tv remote in the wrong place last night and now I’m too lazy to get up to retrieve it and be irrationally angry about it.,3999216859,harm,<no response>,<no response>,3999216859
My husband make me angry so I hide the lotion that doesnt make him sweat so he’d have to use the greasy one.,2460559348,harm betrayal cheating,<no response>,<no response>,2460559348
"My iPhones screen-time statistic just let me know that I press snooze on average 38 time a morning, and spend over 9 hour a day on my phone.",4012257685,harm,care,synset-telephone-noun-1,4012257685
My inability to hold one on one conversation be ruin my life.,3013482027,harm,care harm oppression,destroying synset-destroy-verb-2 synset-keep-verb-1 ruin_44000000,3013482027
My inlaws think I have bowel issue cause I spend so much time in the bathroom when I am at their house. I really just need space.,2609327490,betrayal,fairness care,synset-house-noun-1 synset-bathroom-noun-1 regard,2609327490
My life have be get progressively bad and I am ready to give up.,3777369719,harm,<no response>,<no response>,3777369719
My long distance girlfriend be have fun with her fam during new year and I am at home sad.,3350142909,harm,<damaged>,<damaged>,3350142909
My marriage of 20+ year probably wouldn’t have last if not for the birth of my daughter.,3460309211,harm betrayal,harm,synset-birth-noun-1,3460309211
My mom do thing to me that I absolutely hate but always try to justify it by say she is my mother.,3233882914,betrayal,care harm,synset-mother-noun-1 synset-hate-verb-1 hate_31020100,3233882914
My mom keep the money I earn from my job and other savings. I am 20 year old.,260184599,harm subversion,care oppression,synset-keep-verb-1,260184599
My mom tell me I am the first warlock bear in a hundred years.,2706314676,degradation,<no response>,<no response>,2706314676
"My mom think she catch me, but she is wrong and she almost catch something else.",1954421902,harm cheating,fairness,regard,1954421902
My monitor's color have be mess up for year and I haven't noticed. I just calibrate them for the first time.,572007990,cheating,<no response>,<no response>,572007990
My mother-in-law open up to me. I am both thrilled and annoyed.,3217888784,harm,<no response>,<no response>,3217888784
"My mother-in-law think I am autistic, and I let her because it is just easier.",917248848,cheating,fairness,regard,917248848
My music teacher traumatize me and it’s probably the most brilliant thing I imagine someone doing.,2255496652,harm,harm,synset-traumatize-verb-1,2255496652
My neighbour poison my german shepherd when I am a kid and i recently discover it.,3609468291,subversion degradation harm,<damaged>,<damaged>,3609468291
My new summer job waiting be only stressful because everyone else who work there stress out.,968893037,harm,<no response>,<no response>,968893037
"My obsession hurt others around me. It is also my fetish, but it go far deep than that.",1752833753,harm degradation,loyalty harm,causeharm synset-fetish-noun-3 synset-ache-verb-3 hurt_40081000 experiencebodilyharm,1752833753
My only genuine dream in this world be to be a husband and father.,418060134,harm,<damaged>,<damaged>,418060134
"My parent and I cause her death, I hate them and myself for it.",2995918237,harm,authority harm,synset-death-noun-1 synset-parent-noun-1 synset-hate-verb-1 death hate_31020100,2995918237
"My parent and friend think I do extremely well in school, but I’m borderline fail multiple classes.",1605576090,harm betrayal,authority fairness,synset-parent-noun-1 regard,1605576090
My promiscuity be partially a result of PTSD and I write a fiction blog that be anything but.,760029507,cheating,<no response>,<no response>,760029507
My rabbit die year ago and I am just realise how horrible their life must have be with us.,2754027505,harm,<damaged>,<damaged>,2754027505
My recent behavior fit very well under the umbrella of psychopathy.,1267734791,subversion,<no response>,<no response>,1267734791
My school be suspend me for contribute to a school meme page.,2960004619,betrayal,<damaged>,<damaged>,2960004619
My sister be “the other woman” to a man with a live-in girlfriend. I desperately want to out both of them to the girlfriend.,1118252983,harm,<no response>,<no response>,1118252983
My sister flunk out of Community College and my mom be freak out but I don't care.,3492682993,harm subversion,<no response>,<no response>,3492682993
My sister-in-law be get fat and I’m stoked. TLDR at the bottom.,23664419,harm,<no response>,<no response>,23664419
"My son gain a lot of weight for football, and I feel like I fail him as a parent because of that.",1621172564,harm,authority loyalty,synset-parent-noun-1 synset-batch-noun-2,1621172564
My son think I front a some band call Nirvana in the 1990s.,1685459912,betrayal,fairness,regard,1685459912
My soon to be ex use me and now be go to kick me out with nothing.,4070250208,betrayal degradation,harm,causeharm kick_18020000,4070250208
"My stepbrother try to, and almost succeed in prey on me when I am 14. I never tell anyone and I still have to see him at every family gathering.",1331180155,harm betrayal,<no response>,<no response>,1331180155
My teacher be happy that I am dedicate and she give me an A+.,2452886656,betrayal,<no response>,<no response>,2452886656
My thought have be toward another woman for the duration of my marriage.,3372358264,harm betrayal,<no response>,<no response>,3372358264
"My toilet be act up a little, but I didn't think too much of it.",3403945442,harm,fairness,regard,3403945442
My whole life feel like it’s crash around me today and I can’t stop it.,776281165,harm,<no response>,<no response>,776281165
My wife and I go from have less than 50 buck in our bank account to have nearly 2 million dollar literally overnight. I am afraid it will change us for the worse.,4016519441,degradation,<no response>,<no response>,4016519441
"My wife be go for a month and I love be alone at home and I don’t want her to return. I feel less stress, less anxiety.",4292487884,harm,<no response>,<no response>,4292487884
"My wife be sleep with another man, and she doesn't know I know.",3330020867,harm cheating betrayal,<no response>,<no response>,3330020867
My wife give me permission to drink on weekend after two year of insist I stop. So now I have to cut back.,4219610477,harm,harm,causeharm synset-cut-verb-1,4219610477
My wife role play as my hot sister in law sometimes and it really turn me on and her sister flirt and like to walk in on me in the bathroom.,3559207418,harm,<no response>,<no response>,3559207418
My young abusive brother cuss me out for tell my friend about his emotional and physical abuse but that just motivate me to continue document him.,2214409747,harm,<damaged>,<damaged>,2214409747
Nachos be her favorite food so she think she could do well.,2086081815,harm,fairness care,synset-food-noun-1 regard,2086081815
Neighbor'S Frustrations Spill Over in Driveway Conversation.,2791642728,harm,<no response>,<no response>,2791642728
Neighbors' House Becomes A Smoking Room For Couple Next Door.,2601325905,cheating,<damaged>,<damaged>,2601325905
New Neighbors' Modesty Raises Temperature of Hot Tub Guests.,2521961889,harm,<no response>,<no response>,2521961889
Nice to meet you. Make yourself at home. I am take off my pants.,3488617997,harm subversion,loyalty,cometogether,3488617997
Nigcels Are The Worst Most Pathetic Creatures In The World.,1927877839,degradation,<no response>,<no response>,1927877839
Nmom want back in my life so bad and I havebeen go 6 years..LONG READ.,1313806025,harm betrayal,<no response>,<no response>,1313806025
"No matter how hard I work, no matter how fit I get, I can't feel worthy of be loved.",3336117411,harm,<no response>,<no response>,3336117411
No one could make her stop no matter how uncomfortable she make them.,1760303389,harm,<no response>,<no response>,1760303389
No one know the 'real' me because I present a different version of myself to every single person I meet.,2141791506,harm cheating,loyalty,cometogether,2141791506
"Nobody be hurt, and Marie call for someone to go get her daughter.",142088022,harm subversion,harm,causeharm synset-ache-verb-3 hurt_40081000 experiencebodilyharm,142088022
Nobody in my life seem to truly care about me? They all cause me pain?.,2389055720,harm,care harm,care_31030200 synset-pain-noun-1,2389055720
Nontraditional Wedding Ring Doesn't Carry Traditional Weight.,3279033983,cheating,<no response>,<no response>,3279033983
"Not really a confession, but what in your opinion be worse? Not have a father when you are grow up or have a father who doesn’t want you and tell you everyday?.",2929802037,harm,<no response>,<no response>,2929802037
"Not really interesting, but I ditch class, ditch diet and I am about to go to the cinema by myself to watch capt marvel.",257043064,subversion,<no response>,<no response>,257043064
Not remotely scandalous but..I hate when people post video with no sound. Stop entice me only to waste my time.,3855755330,harm cheating,<no response>,<no response>,3855755330
Nothing be ever good enough for me and I worry that I will spend the rest of my life feeling this way.,1245520943,harm,<no response>,<no response>,1245520943
"Nothing would make me happier, then set down in front of city hall open a gasoline tank and dose myself a flame.",4016187423,harm,harm,synset-front-noun-1,4016187423
Notice: IM AN NOT A FURRY!!! But sometimes I imagine myself with wing like a bird.,626203337,cheating betrayal,<no response>,<no response>,626203337
Now I have so many character I don't know how to use them all.,2718111101,cheating,<no response>,<no response>,2718111101
"Now Timmy have a lot of friend to play with, and he felt much better.",1295587379,harm betrayal,loyalty,synset-batch-noun-2 synset-play-verb-1,1295587379
Now she is gonna miss a week of work because she is in a hurry.,3303675417,betrayal,<no response>,<no response>,3303675417
"Now that I am about to be 40 yrs old, I have deep regret over lose my virginity.",914299787,harm,harm,synset-lose-verb-1 attack lose_13020000,914299787
Now that it is get cold I vape in the bathroom at work several time a day.,3362789872,harm,care,synset-bathroom-noun-1,3362789872
Obsession With Politics Turns Friendship Into One-Way Street.,3264288352,harm,<no response>,<no response>,3264288352
Obsession With Television Romances Worries Woman's Older Sister.,253171633,harm,<no response>,<no response>,253171633
"Of all the thing we have talk about, she forget he speak French.",3571783273,betrayal,<damaged>,<damaged>,3571783273
Office Wardrobe Inspection Is Too Close for Worker's Comfort.,2871465446,harm subversion degradation,<no response>,<no response>,2871465446
Oh nooooooooooo the fight out!!! They’re about to punch your light out!!!!.,1669274578,harm,harm,causeharm hostileencounter punch_18020000 synset-punch-verb-1 synset-fight-noun-2,1669274578
"Oliver get a horrible tummy ache, and his daughter just laughed.",4060354364,harm degradation,<no response>,<no response>,4060354364
"On This Day, as on Every Day, Don't Tolerate Drunk Driving.",1133450215,harm cheating degradation,<no response>,<no response>,1133450215
"On her 16th birthday, when she saw her new car, she cry with joy.",3649050197,harm,<no response>,<no response>,3649050197
"On her second day there, she find two kitten in the parking lot.",3733919430,harm,care loyalty,synset-batch-noun-2 synset-detect-verb-1,3733919430
"On his way there, he trip on a toy that be leave on the ground.",3050313181,degradation,<no response>,<no response>,3050313181
On the day of the anniversary she realize her husband forgot.,2832668244,betrayal,<no response>,<no response>,2832668244
"On the path to the perfect life and love, but I don't think I am in love with him.",2496732168,cheating,fairness,regard,2496732168
"Once a month I book a nice hotel, buy a lot of drug and alcohol, and just do an all-out drug binge for a day.",4107412789,harm,degradation care loyalty,synset-batch-noun-2 synset-drug-noun-1,4107412789
Once at work he realize he forget important work materials.,2187335132,harm,<no response>,<no response>,2187335132
"One Time, I Said The N-Word At A Kids Party Cause One Of The Kids Whispered It To Me as a Prank.",3255574209,harm,<no response>,<no response>,3255574209
One day  I Was out in the yard and the old kid start in on me.,2233537730,harm cheating,<no response>,<no response>,2233537730
One day I am sit down watch Shane Dawson and he have a bunch of food and...,3397458241,harm,<damaged>,<damaged>,3397458241
One day Justin be try to tell her pay attention while use it.,2722633192,harm,<no response>,<no response>,2722633192
One day he felt bold and proceed to eat candy behind his mom's back.,829822891,harm,<no response>,<no response>,829822891
One day her bos have just eat fish and she throw up at her desk.,3630700135,harm degradation,<no response>,<no response>,3630700135
One day she didn't report for class and her teacher immediately knew.,1528830201,betrayal,<no response>,<no response>,1528830201
"One day, OP will finaly get lay and that day everything will be ok.",307304315,harm degradation,<no response>,<no response>,307304315
"One day, he have too much beer and he tell his friend what he knew.",181868332,degradation,<no response>,<no response>,181868332
"One day, they fight each other until they are down to ground level.",700061722,harm,harm,hostileencounter synset-contend-verb-6,700061722
One of my best friend be in an inappropriate relationship with a married man and I hope it blow up in her face.,3115591535,cheating betrayal,<no response>,<no response>,3115591535
One of our friend claim he could eat anything and not throw up.,3452573335,degradation,<no response>,<no response>,3452573335
"One of the most toxic friend I’ve ever have reach out to me, and I couldn’t help but take the bait.",3103466980,harm,care,synset-help-verb-1 help_72000100 assistance,3103466980
One of the reason I’m get a motorcycle be that it will increase my likelihood of death.,3362070718,harm,harm,death synset-death-noun-1,3362070718
One of them ask the other one to forgive him for his mistake.,2613056964,harm,<no response>,<no response>,2613056964
One time I ask for a water cup at McDonald’s and then I fill it up with soda without the employee knowing.,713238313,cheating subversion,care,synset-water-noun-1,713238313
One time I date my first cousin for 9 month so me and my friend would have something to talk about.,3347325752,harm cheating,<damaged>,<damaged>,3347325752
One time I order Chinese food delivery for myself and it come with three set of utensils. And by one time I mean almost every time.,168111784,harm degradation,<no response>,<no response>,168111784
One time I play hide and seek at my house with my little brother Ryan and I get in the car and drive away.,3124962556,betrayal,care loyalty,synset-house-noun-1 synset-play-verb-1,3124962556
"One time I take so much Adderall I remember my birth, my past life, and my near death experience.",1763713520,degradation,harm,death synset-death-noun-1 synset-birth-noun-1,1763713520
One time he twist his ankle close to the summit of a mountain.,3152746065,harm,<no response>,<no response>,3152746065
"One time, at a party-in order to impress girls, I shoot myself in the foot with a.22 caliber pistol.",3904316183,harm degradation,harm,synset-shoot-verb-1 causeharm attack experiencebodilyharm,3904316183
Online Romance Spells Trouble if Man and Married Woman Meet.,2462913848,harm,<no response>,<no response>,2462913848
Parents Are Caught Stealing Daughter's Child Support Check.,2109084964,cheating,<no response>,<no response>,2109084964
Parents Fear Son's Tag Along Girlfriend Will Hold Him Back.,1751389237,harm,harm,synset-fear-noun-1,1751389237
Parents Who Try to Be Friends With Kids Often Lose Control.,1785271461,harm,<no response>,<no response>,1785271461
Parents With Strong Beliefs Won't Visit Cohabitating Couple.,2596672978,harm subversion,loyalty,synset-visit-verb-1,2596672978
Parents' Irresponsibility Could Put Son at Mercy of the State.,3541112410,harm betrayal,<no response>,<no response>,3541112410
Party Guest Isn't Celebrating After Finding Her Photo Online.,2736723371,harm,loyalty,cometogether celebrate_33000000,2736723371
Paul'S bos give him a verbal warning about his attitude at work.,3717994230,harm betrayal,<no response>,<no response>,3717994230
Paula have decide to take her two year old trick or treating.,2747209201,harm,<no response>,<no response>,2747209201
People Who Disrespect The Flag Should Be Put To Death For Treason.,102766286,betrayal harm,fairness,regard,102766286
People around him always make fun of his antic and it pain him.,3720877681,harm,harm,synset-pain-noun-1,3720877681
"People have no idea how much a smile can actually hide, say I am fine be just another way to cover up the pain, and the feeling of be useless haunt you.",4048958865,harm,harm,synset-pain-noun-1,4048958865
People make fun of me for work at Taco Bell but what they don’t realize be that I make almost $300 a week! That’s almost as much as doctor and lawyer make.,3136829668,harm,care,synset-doctor-noun-1,3136829668
People online always seem to think I am troll when I think I am be obviously serious and then think I am serious when I think I am obviously trolling.,3588240846,harm cheating,fairness,regard,3588240846
People say they would fight constantly and they would be unhappy.,609687627,harm,harm,hostileencounter synset-contend-verb-6,609687627
People who leave their factory set background on their phone annoy me.,2622429657,harm,care,synset-telephone-noun-1,2622429657
People who leave time on the microwave should be draw and quarter.,699930660,cheating,harm,synset-one-fourth-noun-1 killing,699930660
People who refer to themselves as a dog’s Mum or Dad make me Sick.,1730353321,cheating,care,synset-vomit-verb-1,1730353321
Persistent High School Stalker Won't Take No for an Answer.,2189825237,harm,<damaged>,<damaged>,2189825237
Poor Blake didn't realize that Miranda be already married!.,1981289711,cheating,<no response>,<no response>,1981289711
Potter Fan Pleads for Silence From Multiple Media Spoilers.,2027164982,harm cheating,<no response>,<no response>,2027164982
"Pregnancy clinic hire volunteer to harass pregnant people seek free help, then refuse me services.",545268843,harm,liberty care harm,synset-harass-verb-1 harass_59000100 assistance synset-free-adjective-1 synset-aid-noun-2,545268843
Pregnant Wife's Emotions Are Causing Resentment in New Husband.,3664516782,harm betrayal,<no response>,<no response>,3664516782
Products mostly use by men like anime or video game should be tax high to combat toxic masculinity.,455287913,degradation,harm,synset-battle-verb-1 hostileencounter,455287913
Proud New Uncle Doesn't Want to Share His Title With Mere Friends.,4252964564,harm,<no response>,<no response>,4252964564
Public Restrooms Pose Dilemma For Man Who Needs Assistance.,2147030298,harm,<no response>,<no response>,2147030298
Racist Language Draws Physical Reaction From Offended Friend.,2992903699,harm betrayal,<no response>,<no response>,2992903699
Randy'S girlfriend find out he is fake so she would take care of him.,1553995846,cheating,care,synset-detect-verb-1 synset-care-noun-1,1553995846
Rape Suffered in Past Causes Couple's Fears for the Future.,1899566292,harm cheating,harm,catastrophe suffer_31030400,1899566292
Real old friend get bust for sell drug -- claim he is set up.,2508264683,betrayal,degradation care,synset-drug-noun-1,2508264683
Recipient With Bad Knees Misses Deliveries From Impatient Drivers.,518264841,cheating,<no response>,<no response>,518264841
"Regret lie about my first crush to friends. It is be 10 year now, subconsciously I cant seem to let go.",1803232298,cheating,<no response>,<no response>,1803232298
Regular fantasy about wife and kid die and hook up with wife's best friend.,214637290,harm cheating betrayal subversion degradation,harm,death die_48020000 synset-die-verb-1,214637290
"Religions be not so bad, however on this age, Islam be amongst the high evils.",1138563984,subversion,<no response>,<no response>,1138563984
Restaurant Eavesdroppers Leave Bad Taste in Couple's Mouths.,2928612841,harm,<no response>,<no response>,2928612841
Restaurant Tab Is Delivered to the Wrong Side of the Table.,2078086323,harm,<no response>,<no response>,2078086323
Road Trip Turns to Thrill Ride as Driver's Distraction Causes Terror.,1500649670,harm,<no response>,<no response>,1500649670
"Roadside Memorials Are Comfort to Some, Distraction to Others.",3329955444,harm betrayal,<no response>,<no response>,3329955444
Roger and Slurm lock themselves in a terrible drinking duel.,2674529806,harm degradation,harm oppression,hostileencounter lock_22040000 synset-duel-noun-1 inhibitmovement,2674529806
Ruby write a great report and get her grade average back to a B!.,86316660,harm,<no response>,<no response>,86316660
Rumor have it that he hypnotize a guard into open his cell.,2241008977,harm subversion,<damaged>,<damaged>,2241008977
Safe Drivers Have Hands Full Keeping Their Car on the Road.,1761350731,harm,<no response>,<no response>,1761350731
Sam get a small burn from the cappuccino and learn her lesson.,3057718867,harm,harm,synset-tan-noun-1 experiencebodilyharm,3057718867
Sarah try give him the answer on the test day but get caught.,2817660378,cheating,<no response>,<no response>,2817660378
Scott know Alex could get expel if he is late one more time.,2408650044,subversion,<no response>,<no response>,2408650044
Scott never expect to buy a canoe on his short lunch break!.,2594706800,subversion,care,synset-lunch-noun-1,2594706800
Scuba Divers Take the Plunge in Spite of Chronic Illnesses.,1893143812,harm,<no response>,<no response>,1893143812
Self harm doesn't help anymore. And I haven't tell anyone I still do it. I feel guilty.,850730493,harm,care harm,synset-help-verb-1 help_72000100 synset-injury-noun-1 assistance,850730493
Self-Harmed for the first time in seven years. Felt nothing.,2394690946,harm,<no response>,<no response>,2394690946
She arrive at a casino and put all of her money on roulette.,2193888605,harm,<no response>,<no response>,2193888605
She ask one of her friend to do it since the tattoo parlor refused.,492115963,harm,<no response>,<no response>,492115963
She crawl out her window for her secret tryst and meet her father.,623777792,subversion,loyalty,synset-meet-verb-2 cometogether,623777792
She decide she would go back to wood floor when she could afford it.,1101535285,harm,harm,synset-floor-noun-1,1101535285
She decide she would not use the card again until it is pay off.,3831764635,harm,<no response>,<no response>,3831764635
She decide that she would get rid of 80% of her belongings.,1658065990,degradation,<no response>,<no response>,1658065990
"She didn't like see that clutter, so she buy a dust ruffle.",1794577602,cheating,<no response>,<no response>,1794577602
She end up miss her deadline cause she keep change the essays.,3024098865,subversion,care oppression,synset-keep-verb-1,3024098865
She felt a lot of peer pressure since they buy a lot of items.,3016824327,harm betrayal,loyalty,synset-batch-noun-2,3016824327
She forget to bring her toothbrush and couldn't take off her braces.,1494816926,degradation,<no response>,<no response>,1494816926
She frantically search and finally saw her room phone off the hook.,1246435438,harm,care,synset-telephone-noun-1,1246435438
She get out of bed and put on her swimsuit and gather her toys.,3257407088,harm degradation,care loyalty,supply cometogether synset-bed-noun-1,3257407088
She go back to the doctor so he could change her whole body.,2089030941,harm,care,synset-doctor-noun-1,2089030941
She have to call in sick to finally be free of all the demand on her.,1184896994,betrayal subversion harm degradation,<no response>,<no response>,1184896994
"She is a little drunk, but not noticeably, when they have an idea.",244848462,harm,<no response>,<no response>,244848462
