text,text_hash,label,label_predicted,label_triggers,text_hash.1,label_count,label_predicted_count,label_count_matched
It turn out that Patrick be rag about his sport team losing.,2458588599,betrayal,loyalty harm,lose_13020000 synset-rag-noun-1 attack synset-team-noun-1,2458588599,1,2,0
It turn out that a bully have steal her daughter's teddy bear.,3197507141,cheating betrayal,cheating harm,synset-bully-noun-1 attack,3197507141,2,2,1
"It’S always the same bouncer harass me, so I decide to put a stop to it.",383457964,harm,care,synset-bouncer-noun-1,383457964,1,1,0
It’S my birthday tomorrow and I don’t think I can handle the disappointment.,4199358177,harm,fairness,regard,4199358177,1,1,0
"I’M 15 and trans, and I despise the far left and the far right.",4042790566,harm,harm,despise_31020100,4042790566,1,1,1
I’M Trying To Ruin My Lungs With Silica Dust To Satisfy My Lung Damage Fetish.,2574130274,harm,harm,destroying synset-destroy-verb-2 ruin_44000000,2574130274,1,1,1
I’M a pizza delivery driver and I intentionally say “Enjoy” to every customer as I’m leave because I think it’s funny when they say “you too”.,35798757,harm,fairness,regard,35798757,1,1,0
I’M at work. I just receive an email from someone that be so dumb I am consider go through and smash him in the face!.,1192635029,harm cheating,fairness harm,synset-smash-verb-2 causeharm regard,1192635029,2,2,1
I’M debate put my one year old and three year old up for adoption.,1868896507,harm betrayal,care,synset-adoption-noun-1,1868896507,2,1,0
I’M in a good relationship but I still can’t stop thinking about a guy I talk to for only a month.,3527091691,cheating betrayal,fairness,regard,3527091691,2,1,0
I’M in love with S3E14 of The Office and an ill advise cuck session ruin us.,996940650,subversion degradation,harm,destroying synset-ruin-noun-1 synset-ailment-noun-1,996940650,2,1,0
"I’M in love with a man who cheat on his girlfriend of 7 year with me, and I didn’t even know till recently.",3634636937,harm cheating,cheating,cheat_59000100,3634636937,2,1,1
I’M lead my ex on so that I can break his heart like he break mine.,1737168993,harm,harm,experiencebodilyharm causeharm break_45010000,1737168993,1,1,1
I’M lose physical attraction to my girlfriend and I’m not sure how to handle it.,2098339878,harm betrayal,harm,synset-lose-verb-1 attack lose_13020000,2098339878,2,1,1
I’M near my final year of medical school and have almost no desire to be a doctor.,845684361,betrayal,care,synset-doctor-noun-1,845684361,1,1,0
I’M sacred that someone be go to have to shoot up the NRA convention for anything to change.,2088510057,harm,harm,synset-shoot-verb-1 causeharm attack experiencebodilyharm,2088510057,1,1,1
I’M so untrusting if people I meet online that I reverse image search their picture before talk to them.,1577068361,degradation subversion harm betrayal,loyalty,cometogether,1577068361,4,1,0
I’M sorry but phrase like “thick thigh save lives” promote obesity.,1362173357,cheating,loyalty,takingsides,1362173357,1,1,0
I’M still celebrate my victory tonight by drink many many beer with my buddy.,3449822679,harm,loyalty,cometogether celebrate_33000000,3449822679,1,1,0
I’M tire of the people in my life but don’t have the motivation to meet new people.,3102744819,harm,loyalty,cometogether,3102744819,1,1,0
"I’M use a girl to cover up get my heart broken, and it’s go to end horribly for me.",2455838748,betrayal,harm,experiencebodilyharm causeharm break_45010000,2455838748,1,1,0
I’M very depressed. And all I want to do be play game with friend.,1641879651,harm,loyalty,synset-play-verb-1,1641879651,1,1,0
"I’M vocally against Fortnite, but I want to download and play it with a couple of friends.",1280844236,harm,loyalty,synset-play-verb-1,1280844236,1,1,0
I’M work to destroy the life of people who be my friend for years.,2124618025,harm,harm,synset-destroy-verb-1 destroying destroy_44000000,2124618025,1,1,1
"I’Ve be marry for four years. I love my wife. I love, absolutely adore, our daughter, but I will never stop think about ‘her’ and what could have been.",3043244554,cheating betrayal,fairness,regard,3043244554,2,1,0
I’Ve hook up with almost 40 guy on grinder and I have use protection with ANY of them.,2712018828,subversion degradation,harm,synset-mill-noun-4,2712018828,2,1,0
Jane reluctantly admit that she have steal her friend coat.,2457933215,harm betrayal subversion,betrayal,revealsecret,2457933215,3,1,1
Janice bet the new girl she would beat her or give her 100 dollars.,531306272,harm,harm,synset-beat-verb-1,531306272,1,1,1
Jo turn bully to bravery when she contact her union for help.,3071219277,betrayal subversion,cheating care harm,assistance synset-aid-noun-2 synset-bully-noun-1 attack,3071219277,2,3,0
Joe didn't notice the gate be open when he let his dog out.,1751192702,harm,care,supply synset-detect-verb-1 synset-gate-noun-1,1751192702,1,1,0
Joy have be add change to her big glass jar for over ten years.,3119257108,cheating,care,synset-glass-noun-1,3119257108,1,1,0
Juliette deny her involvement until she confess during the trial.,827791486,cheating subversion,betrayal,revealsecret,827791486,2,1,0
Justin be watch a movie that his parent tell him not to watch.,3234469444,subversion,authority,synset-parent-noun-1,3234469444,1,1,0
Kay think that the chicken have get bruise and it make her sad.,3555399244,harm degradation,fairness,regard,3555399244,2,1,0
"Kid make a bet to see who could get the long in snake, I win and he rip the dollar bill in half.",821174466,subversion cheating,harm,synset-rend-verb-1,821174466,2,1,0
Kiss Shared With a Co-Worker Puts Marriage on Shakier Ground.,2489521533,harm,loyalty,collaboration synset-colleague-noun-1,2489521533,1,1,0
Landon and his dog retreat back toward the safety of their house.,122623895,harm,care,synset-house-noun-1,122623895,1,1,0
Last night a guy take advantage of me yet again and idk how i even feel or what to do with myself.,2900632191,cheating,fairness,synset-advantage-noun-1 partiality,2900632191,1,1,0
"Last weekend I am arrest for public disturbance for yell racial slur in the middle of the street and for assault some lady, and my wife doesn't know about it.",3265673435,harm,authority harm oppression,arrest synset-apprehension-noun-4 attack synset-assault-noun-1,3265673435,1,3,1
Last year I receive 16k from the government and no one knows.,2479560080,cheating,authority,synset-government-noun-1,2479560080,1,1,0
"Late last year I confess to delete website of former co-worker because she never pay me to host it, and she do some other disrespectful stuff.",1222390645,degradation,betrayal loyalty,collaboration synset-colleague-noun-1 revealsecret,1222390645,1,2,0
"Long ago, I use to fake sleepwalk into my roommate's bed and hug her while she sleep whenever I felt scar or sad or worried.",2745707490,harm betrayal,cheating care,supply synset-bogus-adjectivesatellite-1 synset-bed-noun-1,2745707490,2,2,0
Luckily he is able to replace his ticket and catch a later ferry.,4252833575,cheating,care,supply synset-ticket-noun-1,4252833575,1,1,0
Man Questions His Dating Style After Being Cheated On Twice.,2326467840,cheating betrayal,cheating,cheat_59000100,2326467840,2,1,1
Man Who Ruins Pot Party Puts Girlfriend's Nose Out of Joint.,2158105855,subversion,harm,destroying ruin_44000000,2158105855,1,1,0
Many people I know got cheat on so I can't shake off the constant fear that I am next.,350428620,betrayal cheating harm,subversion harm,synset-fear-noun-1 synset-swindle-noun-1 offenses,350428620,3,2,1
Max vaguely tell the whole school that Joe have take advantage of her.,2354256194,harm cheating,fairness,synset-advantage-noun-1 partiality,2354256194,2,1,0
Mcdonald'S and my gym share a parking lot. In the last month I haveeaten out more than I haveworked out.,1985094849,degradation,loyalty,synset-batch-noun-2,1985094849,1,1,0
Me and my friend use to vandalize house under construction in Florida.,2236357061,subversion,care harm,synset-vandalize-verb-1 synset-house-noun-1,2236357061,1,2,0
Me and my roommate steal a traffic cone and bring it home after a night of drinking.,4067171807,betrayal subversion,harm,synset-cone-noun-1,4067171807,2,1,0
Meeting with my ex to rehash his issue with our relationship and help him without tell my husband.,4220724272,betrayal harm cheating,care loyalty,help_72000100 synset-help-verb-1 cometogether assistance,4220724272,3,2,0
Michelle let her Mom taste the Kool-Aid and they both laughed.,3009615333,degradation,fairness,synset-preference-noun-1 inclination,3009615333,1,1,0
Mike and his friend all love to sit around and play Tabletop.,2660701651,subversion,loyalty,synset-play-verb-1,2660701651,1,1,0
Moe become angry and even violent at time after Jr's birth.,2083853571,harm,harm,synset-birth-noun-1,2083853571,1,1,1
Most of my life have be live on the internet and yet I havealways be a lurker.,1013586831,harm,harm,synset-lurker-noun-1 attack,1013586831,1,1,1
"Most people think I am a sheltered and innocent woman, I actually live in my boyfriend harem with his other girlfriends.",880028587,cheating,fairness,synset-innocent-adjective-1 regard,880028587,1,1,0
Mother of my kid have cheat on me in the past a least 4+ times.,3155236212,harm betrayal,cheating,cheat_59000100,3155236212,2,1,0
My Uncle Is Trying To Contest My Inheritance What Do I Do?.,1662718938,harm betrayal subversion,loyalty,takingsides,1662718938,3,1,0
My asian parent beat me up every single day on a daily routine.,3519026848,harm subversion,authority harm,causeharm synset-beat-verb-1 synset-parent-noun-1,3519026848,2,2,1
My attention span become incredibly short after year of iPhone usage and I hate it.,291053064,harm,harm,synset-hate-verb-1 hate_31020100,291053064,1,1,1
My bad fear be touch foot with the person who's desk be face mine.,131012382,harm,harm,synset-fear-noun-1,131012382,1,1,1
"My best friend's girlfriend think I am him, and I didn't say anything.",1756239967,harm cheating betrayal,fairness,regard,1756239967,3,1,0
My boyfriend be depress and suicidal and I often think of leave him because of it.,3436780853,harm,fairness,regard,3436780853,1,1,0
"My boyfriend be everything I haveever want in a partner, but I am fantasize about other people.",1988043365,betrayal cheating,loyalty,synset-spouse-noun-1,1988043365,2,1,0
"My brain snap and say something wrong to my friend of 9years which lead her to cut off all contact with me and honestly, I’m relieved.",556741020,harm betrayal,harm,causeharm synset-cut-verb-1 experiencebodilyharm,556741020,2,1,1
"My brother be a noted child kidnapper and molester, but I stand by him.",2457606432,betrayal subversion,harm,synset-kidnapper-noun-1 kidnapping,2457606432,2,1,0
My brother come back from prison and I wish he never come back.,3540063816,subversion,oppression,prison synset-prison-noun-1,3540063816,1,1,0
My brother hit my knee with a hammer and have no remorse. It hurt so bad but I hope its not fracture or broken.,2468095799,harm,harm,causeharm synset-hammer-noun-2 synset-hit-verb-3 synset-ache-verb-3 hurt_40081000 experiencebodilyharm,2468095799,1,1,1
My brother think the donut go bad after a day; I’m not gonna tell him about microwave them until they’re gone.,1750805208,cheating,fairness,regard,1750805208,1,1,0
My brother wake up in surprise when he notice that his car be gone.,1059788808,harm,care,synset-detect-verb-1,1059788808,1,1,0
My brother’s seizure be back and I can’t help but laugh at the result.,992812079,betrayal,care,synset-help-verb-1 help_72000100 assistance,992812079,1,1,0
My cat die in my arm today and it is the saddest ive ever be.,2295338255,harm betrayal,harm,death die_48020000 synset-die-verb-1,2295338255,2,1,1
"My co-worker and family member all hate when I joke about wish I am dead. But the thing is, it’s not really a joke.",2269063552,harm,loyalty harm,collaboration synset-colleague-noun-1 synset-member-noun-1 synset-hate-noun-1,2269063552,1,2,1
"My confession: I graduate from the police force 6 month ago, and I am just die to shoot someone's aggressive dog - even a mildly aggressive one.",1734947584,harm,care harm,synset-aggressive-adjective-1 causeharm die_48020000 attack synset-die-verb-1 synset-police-noun-1 synset-shoot-verb-1 death experiencebodilyharm,1734947584,1,2,1
My dad doesn’t like to share his candy and try to hide it from me but I always end up find it and put the packet back empty.,1617571114,betrayal cheating subversion,care,synset-detect-verb-1,1617571114,3,1,0
My daughter absolutely resent her mother and I and I don't care.,32249531,harm subversion,care,synset-mother-noun-1,32249531,2,1,0
My deep fear be that people will continue to reject me when they get close enough to see how depressed I am.,1165436585,harm,harm,synset-fear-noun-1,1165436585,1,1,1
My disabled old half brother break into my house in the middle of the night.,532290365,cheating degradation harm betrayal,care,synset-house-noun-1,532290365,4,1,0
My ex cheat on me so I sign her up for a sugar daddy site without her know.,3435665981,harm,subversion harm,synset-swindle-noun-1 offenses,3435665981,1,2,1
My ex girlfriend be in jail for stab a cab driver and shooting at a police officer.,3453820264,subversion,care oppression,prison synset-police-noun-1 synset-jail-noun-1,3453820264,1,2,0
My ex-girlfriend make up a fake stalker account on Instagram to harass me.,3962378941,harm,cheating harm,synset-harass-verb-1 harass_59000100 synset-bogus-adjectivesatellite-1,3962378941,1,2,1
"My ex-husband start a religous cult and try to make me celibate, and I suspect I am slutty now for revenge.",370746933,betrayal degradation,harm,revenge synset-retaliation-noun-1,370746933,2,1,0
My family hat me and it’s just because they’re mentally ill.,531175701,harm betrayal,care,synset-hat-noun-1,531175701,2,1,0
My fitness watch just buzz and congratulate me on reach 250 step within the hour..all while I am sit on my duff and shake a bag of chip into my face.,2497459227,harm,harm,synset-bit-noun-2,2497459227,1,1,1
My freak mood swing way too much and I can't bear it much longer.,4086175417,harm,care,synset-temper-noun-2,4086175417,1,1,0
My friend all hate one of our former friend and start to insult her after she move.,3789102563,harm,harm,synset-hate-verb-1 hate_31020100 synset-diss-verb-1,3789102563,1,1,1
My friend always leave me when I give them relationship advice.,3632797423,harm betrayal,care,synset-yield-verb-1 supply,3632797423,2,1,0
My friend and I hot box a spider in a cup &amp; decapitate it with isi meme music playing in the background.,3980666375,betrayal degradation harm,harm,killing decapitate_42020000 synset-decapitate-verb-1,3980666375,3,1,1
My friend have someone call the cop on us constantly joke around.,188880844,betrayal,care,synset-bull-noun-5,188880844,1,1,0
"My friend tell me about her doctor's visit, so I fake the same symptom to get the same attention.",2507154092,cheating,cheating care,synset-bogus-adjectivesatellite-1 synset-doctor-noun-1,2507154092,1,2,1
"My girlfriend ask me out and I couldn't say no, but I don't think I truly love her.",3177061538,cheating betrayal,fairness,regard,3177061538,2,1,0
"My girlfriend have your anniversary date wrong, and I don't have the heart to tell her she is wrong.",887759844,betrayal,care,synset-date-noun-1,887759844,1,1,0
My girlfriend's depression be go to destroy our relationship.,3204781795,harm,harm,synset-destroy-verb-1 destroying destroy_44000000,3204781795,1,1,1
My great aunt die and my dad lose his leg to flesh eat bacteria.,3586594413,harm,harm,die_48020000 attack synset-lose-verb-1 synset-die-verb-1 lose_13020000 death,3586594413,1,1,1
My great fear for our wedding be my fiancé's drug addict sibling ruin it.,4064615191,harm,degradation care harm,synset-fear-noun-1 destroying synset-ruin-noun-1 synset-drug-noun-1,4064615191,1,3,1
My husband accidentally take the key with him on his trip so now I’m stick at home alone for four days.,47916694,harm,care harm,synset-key-noun-1,47916694,1,2,1
"My husband be in his cuck cage scream at the top of his lung right now, and I’m sick of it.",50995459,harm betrayal,care,supply synset-top-noun-1,50995459,2,1,0
My husband eclipse every part of my life and I’m struggle with self worth issue.,4129758928,harm betrayal,harm,synset-struggle-noun-1,4129758928,2,1,1
"My iPhones screen-time statistic just let me know that I press snooze on average 38 time a morning, and spend over 9 hour a day on my phone.",4012257685,harm,care,synset-telephone-noun-1,4012257685,1,1,0
My inability to hold one on one conversation be ruin my life.,3013482027,harm,care harm oppression,destroying synset-destroy-verb-2 synset-keep-verb-1 ruin_44000000,3013482027,1,3,1
My inlaws think I have bowel issue cause I spend so much time in the bathroom when I am at their house. I really just need space.,2609327490,betrayal,fairness care,synset-house-noun-1 synset-bathroom-noun-1 regard,2609327490,1,2,0
My marriage of 20+ year probably wouldn’t have last if not for the birth of my daughter.,3460309211,harm betrayal,harm,synset-birth-noun-1,3460309211,2,1,1
My mom do thing to me that I absolutely hate but always try to justify it by say she is my mother.,3233882914,betrayal,care harm,synset-mother-noun-1 synset-hate-verb-1 hate_31020100,3233882914,1,2,0
My mom keep the money I earn from my job and other savings. I am 20 year old.,260184599,harm subversion,care oppression,synset-keep-verb-1,260184599,2,2,0
"My mom think she catch me, but she is wrong and she almost catch something else.",1954421902,harm cheating,fairness,regard,1954421902,2,1,0
"My mother-in-law think I am autistic, and I let her because it is just easier.",917248848,cheating,fairness,regard,917248848,1,1,0
My music teacher traumatize me and it’s probably the most brilliant thing I imagine someone doing.,2255496652,harm,harm,synset-traumatize-verb-1,2255496652,1,1,1
"My obsession hurt others around me. It is also my fetish, but it go far deep than that.",1752833753,harm degradation,loyalty harm,causeharm synset-fetish-noun-3 synset-ache-verb-3 hurt_40081000 experiencebodilyharm,1752833753,2,2,1
"My parent and I cause her death, I hate them and myself for it.",2995918237,harm,authority harm,synset-death-noun-1 synset-parent-noun-1 synset-hate-verb-1 death hate_31020100,2995918237,1,2,1
"My parent and friend think I do extremely well in school, but I’m borderline fail multiple classes.",1605576090,harm betrayal,authority fairness,synset-parent-noun-1 regard,1605576090,2,2,0
"My son gain a lot of weight for football, and I feel like I fail him as a parent because of that.",1621172564,harm,authority loyalty,synset-parent-noun-1 synset-batch-noun-2,1621172564,1,2,0
My son think I front a some band call Nirvana in the 1990s.,1685459912,betrayal,fairness,regard,1685459912,1,1,0
My soon to be ex use me and now be go to kick me out with nothing.,4070250208,betrayal degradation,harm,causeharm kick_18020000,4070250208,2,1,0
"My toilet be act up a little, but I didn't think too much of it.",3403945442,harm,fairness,regard,3403945442,1,1,0
My wife give me permission to drink on weekend after two year of insist I stop. So now I have to cut back.,4219610477,harm,harm,causeharm synset-cut-verb-1,4219610477,1,1,1
Nachos be her favorite food so she think she could do well.,2086081815,harm,fairness care,synset-food-noun-1 regard,2086081815,1,2,0
Nice to meet you. Make yourself at home. I am take off my pants.,3488617997,harm subversion,loyalty,cometogether,3488617997,2,1,0
No one know the 'real' me because I present a different version of myself to every single person I meet.,2141791506,harm cheating,loyalty,cometogether,2141791506,2,1,0
"Nobody be hurt, and Marie call for someone to go get her daughter.",142088022,harm subversion,harm,causeharm synset-ache-verb-3 hurt_40081000 experiencebodilyharm,142088022,2,1,1
Nobody in my life seem to truly care about me? They all cause me pain?.,2389055720,harm,care harm,care_31030200 synset-pain-noun-1,2389055720,1,2,1
"Nothing would make me happier, then set down in front of city hall open a gasoline tank and dose myself a flame.",4016187423,harm,harm,synset-front-noun-1,4016187423,1,1,1
"Now Timmy have a lot of friend to play with, and he felt much better.",1295587379,harm betrayal,loyalty,synset-batch-noun-2 synset-play-verb-1,1295587379,2,1,0
"Now that I am about to be 40 yrs old, I have deep regret over lose my virginity.",914299787,harm,harm,synset-lose-verb-1 attack lose_13020000,914299787,1,1,1
Now that it is get cold I vape in the bathroom at work several time a day.,3362789872,harm,care,synset-bathroom-noun-1,3362789872,1,1,0
Oh nooooooooooo the fight out!!! They’re about to punch your light out!!!!.,1669274578,harm,harm,causeharm hostileencounter punch_18020000 synset-punch-verb-1 synset-fight-noun-2,1669274578,1,1,1
"On her second day there, she find two kitten in the parking lot.",3733919430,harm,care loyalty,synset-batch-noun-2 synset-detect-verb-1,3733919430,1,2,0
"On the path to the perfect life and love, but I don't think I am in love with him.",2496732168,cheating,fairness,regard,2496732168,1,1,0
"Once a month I book a nice hotel, buy a lot of drug and alcohol, and just do an all-out drug binge for a day.",4107412789,harm,degradation care loyalty,synset-batch-noun-2 synset-drug-noun-1,4107412789,1,3,0
"One day, they fight each other until they are down to ground level.",700061722,harm,harm,hostileencounter synset-contend-verb-6,700061722,1,1,1
"One of the most toxic friend I’ve ever have reach out to me, and I couldn’t help but take the bait.",3103466980,harm,care,synset-help-verb-1 help_72000100 assistance,3103466980,1,1,0
One of the reason I’m get a motorcycle be that it will increase my likelihood of death.,3362070718,harm,harm,death synset-death-noun-1,3362070718,1,1,1
One time I ask for a water cup at McDonald’s and then I fill it up with soda without the employee knowing.,713238313,cheating subversion,care,synset-water-noun-1,713238313,2,1,0
One time I play hide and seek at my house with my little brother Ryan and I get in the car and drive away.,3124962556,betrayal,care loyalty,synset-house-noun-1 synset-play-verb-1,3124962556,1,2,0
"One time I take so much Adderall I remember my birth, my past life, and my near death experience.",1763713520,degradation,harm,death synset-death-noun-1 synset-birth-noun-1,1763713520,1,1,0
"One time, at a party-in order to impress girls, I shoot myself in the foot with a.22 caliber pistol.",3904316183,harm degradation,harm,synset-shoot-verb-1 causeharm attack experiencebodilyharm,3904316183,2,1,1
Parents Fear Son's Tag Along Girlfriend Will Hold Him Back.,1751389237,harm,harm,synset-fear-noun-1,1751389237,1,1,1
Parents With Strong Beliefs Won't Visit Cohabitating Couple.,2596672978,harm subversion,loyalty,synset-visit-verb-1,2596672978,2,1,0
Party Guest Isn't Celebrating After Finding Her Photo Online.,2736723371,harm,loyalty,cometogether celebrate_33000000,2736723371,1,1,0
People Who Disrespect The Flag Should Be Put To Death For Treason.,102766286,betrayal harm,fairness,regard,102766286,2,1,0
People around him always make fun of his antic and it pain him.,3720877681,harm,harm,synset-pain-noun-1,3720877681,1,1,1
"People have no idea how much a smile can actually hide, say I am fine be just another way to cover up the pain, and the feeling of be useless haunt you.",4048958865,harm,harm,synset-pain-noun-1,4048958865,1,1,1
People make fun of me for work at Taco Bell but what they don’t realize be that I make almost $300 a week! That’s almost as much as doctor and lawyer make.,3136829668,harm,care,synset-doctor-noun-1,3136829668,1,1,0
People online always seem to think I am troll when I think I am be obviously serious and then think I am serious when I think I am obviously trolling.,3588240846,harm cheating,fairness,regard,3588240846,2,1,0
People say they would fight constantly and they would be unhappy.,609687627,harm,harm,hostileencounter synset-contend-verb-6,609687627,1,1,1
People who leave their factory set background on their phone annoy me.,2622429657,harm,care,synset-telephone-noun-1,2622429657,1,1,0
People who leave time on the microwave should be draw and quarter.,699930660,cheating,harm,synset-one-fourth-noun-1 killing,699930660,1,1,0
People who refer to themselves as a dog’s Mum or Dad make me Sick.,1730353321,cheating,care,synset-vomit-verb-1,1730353321,1,1,0
"Pregnancy clinic hire volunteer to harass pregnant people seek free help, then refuse me services.",545268843,harm,liberty care harm,synset-harass-verb-1 harass_59000100 assistance synset-free-adjective-1 synset-aid-noun-2,545268843,1,3,1
Products mostly use by men like anime or video game should be tax high to combat toxic masculinity.,455287913,degradation,harm,synset-battle-verb-1 hostileencounter,455287913,1,1,0
Randy'S girlfriend find out he is fake so she would take care of him.,1553995846,cheating,care,synset-detect-verb-1 synset-care-noun-1,1553995846,1,1,0
Rape Suffered in Past Causes Couple's Fears for the Future.,1899566292,harm cheating,harm,catastrophe suffer_31030400,1899566292,2,1,1
Real old friend get bust for sell drug -- claim he is set up.,2508264683,betrayal,degradation care,synset-drug-noun-1,2508264683,1,2,0
Regular fantasy about wife and kid die and hook up with wife's best friend.,214637290,harm cheating betrayal subversion degradation,harm,death die_48020000 synset-die-verb-1,214637290,5,1,1
Roger and Slurm lock themselves in a terrible drinking duel.,2674529806,harm degradation,harm oppression,hostileencounter lock_22040000 synset-duel-noun-1 inhibitmovement,2674529806,2,2,1
Sam get a small burn from the cappuccino and learn her lesson.,3057718867,harm,harm,synset-tan-noun-1 experiencebodilyharm,3057718867,1,1,1
Scott never expect to buy a canoe on his short lunch break!.,2594706800,subversion,care,synset-lunch-noun-1,2594706800,1,1,0
Self harm doesn't help anymore. And I haven't tell anyone I still do it. I feel guilty.,850730493,harm,care harm,synset-help-verb-1 help_72000100 synset-injury-noun-1 assistance,850730493,1,2,1
She crawl out her window for her secret tryst and meet her father.,623777792,subversion,loyalty,synset-meet-verb-2 cometogether,623777792,1,1,0
She decide she would go back to wood floor when she could afford it.,1101535285,harm,harm,synset-floor-noun-1,1101535285,1,1,1
She end up miss her deadline cause she keep change the essays.,3024098865,subversion,care oppression,synset-keep-verb-1,3024098865,1,2,0
She felt a lot of peer pressure since they buy a lot of items.,3016824327,harm betrayal,loyalty,synset-batch-noun-2,3016824327,2,1,0
She frantically search and finally saw her room phone off the hook.,1246435438,harm,care,synset-telephone-noun-1,1246435438,1,1,0
She get out of bed and put on her swimsuit and gather her toys.,3257407088,harm degradation,care loyalty,supply cometogether synset-bed-noun-1,3257407088,2,2,0
She go back to the doctor so he could change her whole body.,2089030941,harm,care,synset-doctor-noun-1,2089030941,1,1,0
She is able to give them over a thousand dollar to help save lions!.,1026037789,cheating,care,synset-help-verb-1 help_72000100 assistance,1026037789,1,1,0
"She is late for work, but she is relieve to drink her latte.",2150241582,cheating subversion,care,synset-relieve-verb-1,2150241582,2,1,0
She is tell four other mutual friend that he is cheat on Tara.,3244168718,betrayal,cheating,cheat_59000100,3244168718,1,1,0
"She leave for work, scratch his car and texted him, show her that!.",663361393,harm,harm,synset-scratch-verb-2,663361393,1,1,1
She lose the job and have to move back in with her parents.,1766855887,cheating,harm,synset-lose-verb-1 attack lose_13020000,1766855887,1,1,0
She now think her dad like her boyfriend more than he like her.,3479574110,betrayal,fairness,regard,3479574110,1,1,0
She realize she didn't have enough quarter to vacuum the inside.,4066187092,cheating,harm,synset-one-fourth-noun-1 killing,4066187092,1,1,0
"She run outside call her dog's name and yell the word, treat.",2698909059,harm,care,synset-dainty-noun-1 assistance,2698909059,1,1,0
"She teach her cat a lesson, peacefully and without use violence.",3829602111,harm,harm,synset-violence-noun-1,3829602111,1,1,1
"She think people would stare at her fat legs, but nobody did.",2914457033,harm cheating,fairness,regard,2914457033,2,1,0
She would hang it on her microphone stand so she wouldn't lose it.,522131397,degradation,harm,synset-lose-verb-1 attack lose_13020000,522131397,1,1,0
"Silently, Joan use the knife to make an incision on Brad's leg.",3455718918,harm,harm,synset-knife-noun-1,3455718918,1,1,1
"Since we are confess about sitcoms, I lose respect for anyone who like 'How I Met Your Mother' and 'Big Bang Theory'.",2340038740,harm,harm,synset-lose-verb-1 attack lose_13020000,2340038740,1,1,1
So he is excite when he find out her middle name would be Lulu.,3228309015,betrayal subversion,care,synset-detect-verb-1,3228309015,2,1,0
So today I kick a guy on his nut but not on purpose and he cry and run away. Idk how to confront him tomorrow? Suggestions.,1645554651,harm,harm,causeharm synset-confront-verb-1 confront_98000000 hostileencounter,1645554651,1,1,1
Some guy monkey stomp my transgender wife and we are sue him for $1.5 million for hate crime.,837296362,harm,subversion harm,synset-hate-noun-1 committingcrime synset-crime-noun-1,837296362,1,2,1
Some night I leave a bowl of dog food out for all the stray in my neighborhood-but cover it in hot sauce and ghost pepper flake.,1661349294,harm,care,synset-food-noun-1,1661349294,1,1,0
"Some wasp fly out, stung Bert, and he drop his plate of steaks.",3322484262,harm,harm,causeharm,3322484262,1,1,1
Someone jipped me out of $20 so I jipped them out of $70 as revenge a week later.,1604786968,harm cheating,harm,revenge synset-retaliation-noun-1,1604786968,2,1,1
Someone pull out in front of me on the highway a month ago and I am now afraid of driving.,3022331835,harm,harm,synset-front-noun-1,3022331835,1,1,1
Sometimes I intentionally starve myself to satisfy my depression.,924981477,harm,harm,killing synset-starve-verb-1 death starve_40070000,924981477,1,1,1
Sometimes I like to scratch my dandruff because I like the scratchy feeling and it kind of look like a little snow fall.,1001007882,harm,harm,synset-scratch-verb-2,1001007882,1,1,1
Sometimes I save random people’s photo of their pet just because I want to use them as my phone wallpaper.,2927372336,harm cheating betrayal,care,synset-telephone-noun-1,2927372336,3,1,0
Sometimes I think about Robin Williams and cry uncontrollably..,3870168906,harm,fairness,regard,3870168906,1,1,0
"Sometimes I want to make an anonymous hate account on instagram or twitter or facebook, against myself so people will feel bad for me and be my friends. .",443627385,cheating,harm,synset-hate-noun-1,443627385,1,1,0
Sometimes I wish ill will on my mother in law and I am not sorry.,4273018601,harm,care harm,synset-ailment-noun-1 synset-mother-noun-1,4273018601,1,2,1
Sometimes it hurt to be crush hard on a guy with a girlfriend. Involves static electricity and roll office chairs.,1352346024,cheating betrayal,harm,causeharm crush_45010000 synset-beat-verb-1 synset-ache-verb-3 hurt_40081000 experiencebodilyharm,1352346024,2,1,0
"Sometimes, when I play Minecraft and I find a good Village, I use an Iron Door to claim a Villager's House.",3402966177,cheating,care loyalty,synset-detect-verb-1 synset-play-verb-1,3402966177,1,2,0
"Sometimes, when I’m do a particularly difficult Poo, I like to yell bible passage to encourage it along.",1129064171,degradation,loyalty,takingsides,1129064171,1,1,0
Son Cuts Off All Communication After Getting Kicked out of Parent's House.,3567327788,betrayal,harm,causeharm kick_23020000,3567327788,1,1,0
Stahp it with deez detesticle posts! stop say nword its racist bro!.,1645353159,harm,cheating harm,synset-racist-noun-1,1645353159,1,2,1
Straight people disgust me and the LGBT+ community will rule America soon.,4115864253,harm subversion,authority loyalty,synset-govern-verb-3 synset-community-noun-1 rule_29030000,4115864253,2,2,0
Suddenly hundred of bee fly out and sting him all over his body!.,243144483,harm,harm,causeharm synset-bite-verb-2,243144483,1,1,1
Susan create a beautiful watercolor painting of her former house.,609818702,cheating,care,synset-house-noun-1,609818702,1,1,0
Teen Responds To Bullying And Depression By Cutting Herself.,2477594019,harm,harm,causeharm experiencebodilyharm,2477594019,1,1,1
The Guy I Cheated With Destroyed My Boyfriend’s Soul and I Don’t Even Care.,1845894393,harm,cheating care,cheat_59000100 synset-care-noun-1,1845894393,1,2,0
